no,gender,age,height,weight,bmi,season,ta,hr,pmv
12,1,24,167.42,65.53,23.38,winter,19.7,23.7,-0.78
12,1,24,167.42,65.53,23.38,summer,21.8,72.8,-0.68
12,1,24,167.42,65.53,23.38,winter,28.9,26.6,1.63
12,1,24,167.42,65.53,23.38,summer,26.9,76.9,1.1
12,1,24,167.42,65.53,23.38,winter,27.6,28.0,1.29
12,1,24,167.42,65.53,23.38,summer,19.5,74.2,-1.48
12,1,24,167.42,65.53,23.38,winter,23.8,14.6,0.2
12,1,24,167.42,65.53,23.38,summer,27.8,66.3,1.32
12,1,24,167.42,65.53,23.38,winter,27.6,13.4,1.16
12,1,24,167.42,65.53,23.38,summer,22.3,64.8,-0.55
12,1,24,167.42,65.53,23.38,winter,22.3,23.2,-0.12
12,1,24,167.42,65.53,23.38,summer,19.3,66.6,-1.6
12,1,24,167.42,65.53,23.38,winter,27.3,25.0,1.19
12,1,24,167.42,65.53,23.38,summer,29.1,60.3,1.71
12,1,24,167.42,65.53,23.38,winter,25.6,21.9,0.72
12,1,24,167.42,65.53,23.38,summer,29.7,77.4,2.09
12,1,24,167.42,65.53,23.38,winter,27.1,21.8,1.11
12,1,24,167.42,65.53,23.38,summer,24.1,68.3,0.07
12,1,24,167.42,65.53,23.38,winter,26.4,29.4,0.99
12,1,24,167.42,65.53,23.38,summer,25.7,65.7,0.59
12,1,24,167.42,65.53,23.38,winter,22.7,11.3,-0.1
12,1,24,167.42,65.53,23.38,summer,28.0,67.2,1.4
12,1,24,167.42,65.53,23.38,winter,27.8,28.1,1.35
12,1,24,167.42,65.53,23.38,summer,21.0,72.4,-0.96
12,1,24,167.42,65.53,23.38,winter,27.0,22.2,1.09
12,1,24,167.42,65.53,23.38,summer,19.0,77.8,-1.64
12,1,24,167.42,65.53,23.38,winter,26.5,30.3,1.02
12,1,24,167.42,65.53,23.38,summer,19.1,61.2,-1.69
12,1,24,167.42,65.53,23.38,winter,26.9,12.6,0.98
12,1,24,167.42,65.53,23.38,summer,28.1,76.8,1.52
12,1,24,167.42,65.53,23.38,winter,28.2,13.2,1.32
12,1,24,167.42,65.53,23.38,summer,27.4,60.4,1.13
12,1,24,167.42,65.53,23.38,winter,21.5,24.7,-0.31
12,1,24,167.42,65.53,23.38,summer,20.8,78.7,-1.0
12,1,24,167.42,65.53,23.38,winter,20.4,29.6,-0.57
12,1,24,167.42,65.53,23.38,summer,20.1,71.3,-1.29
12,1,24,167.42,65.53,23.38,winter,25.6,10.6,0.63
12,1,24,167.42,65.53,23.38,summer,28.6,70.5,1.64
12,1,24,167.42,65.53,23.38,winter,26.3,30.8,0.97
12,1,24,167.42,65.53,23.38,summer,25.4,70.2,0.53
12,1,24,167.42,65.53,23.38,winter,21.4,27.9,-0.32
12,1,24,167.42,65.53,23.38,summer,21.4,62.9,-0.88
12,1,24,167.42,65.53,23.38,winter,20.1,28.9,-0.65
12,1,24,167.42,65.53,23.38,summer,26.8,75.3,1.05
12,1,24,167.42,65.53,23.38,winter,26.5,19.7,0.93
12,1,24,167.42,65.53,23.38,summer,22.6,68.6,-0.42
12,1,24,167.42,65.53,23.38,winter,18.8,11.5,-1.08
12,1,24,167.42,65.53,23.38,summer,18.6,74.6,-1.8
12,1,24,167.42,65.53,23.38,winter,19.0,16.0,-1.0
12,1,24,167.42,65.53,23.38,summer,19.0,78.6,-1.64
12,1,24,167.42,65.53,23.38,winter,24.0,17.0,0.27
12,1,24,167.42,65.53,23.38,summer,22.8,73.4,-0.33
12,1,24,167.42,65.53,23.38,winter,22.0,30.4,-0.15
12,1,24,167.42,65.53,23.38,summer,18.4,68.2,-1.9
12,1,24,167.42,65.53,23.38,winter,26.6,28.9,1.04
12,1,24,167.42,65.53,23.38,summer,22.5,73.4,-0.43
12,1,24,167.42,65.53,23.38,winter,29.5,29.1,1.81
12,1,24,167.42,65.53,23.38,summer,24.1,65.3,0.05
12,1,24,167.42,65.53,23.38,winter,29.8,12.2,1.72
12,1,24,167.42,65.53,23.38,summer,29.7,67.4,1.99
12,1,24,167.42,65.53,23.38,winter,20.2,12.3,-0.71
12,1,24,167.42,65.53,23.38,summer,26.1,77.3,0.83
12,1,24,167.42,65.53,23.38,winter,18.7,18.4,-1.07
12,1,24,167.42,65.53,23.38,summer,24.8,75.6,0.37
12,1,24,167.42,65.53,23.38,winter,23.8,17.3,0.22
12,1,24,167.42,65.53,23.38,summer,22.1,63.4,-0.63
12,1,24,167.42,65.53,23.38,winter,26.8,27.1,1.08
13,0,25,156.4,47.7,19.52,summer,25.3,66.7,0.47
13,0,25,156.4,47.7,19.52,winter,29.9,12.3,1.75
13,0,25,156.4,47.7,19.52,summer,26.0,71.2,0.74
13,0,25,156.4,47.7,19.52,winter,24.7,30.7,0.55
13,0,25,156.4,47.7,19.52,summer,29.9,79.5,2.19
13,0,25,156.4,47.7,19.52,winter,21.4,30.5,-0.3
13,0,25,156.4,47.7,19.52,summer,25.1,75.2,0.46
13,0,25,156.4,47.7,19.52,winter,21.8,19.2,-0.27
13,0,25,156.4,47.7,19.52,summer,26.4,73.9,0.9
13,0,25,156.4,47.7,19.52,winter,23.8,27.8,0.3
13,0,25,156.4,47.7,19.52,summer,28.6,77.9,1.71
13,0,25,156.4,47.7,19.52,winter,27.8,22.8,1.3
13,0,25,156.4,47.7,19.52,summer,24.9,73.3,0.38
13,0,25,156.4,47.7,19.52,winter,20.9,13.3,-0.53
13,0,25,156.4,47.7,19.52,summer,26.3,74.0,0.87
13,0,25,156.4,47.7,19.52,winter,29.1,27.6,1.69
13,0,25,156.4,47.7,19.52,summer,23.2,77.1,-0.17
13,0,25,156.4,47.7,19.52,winter,20.2,13.8,-0.71
13,0,25,156.4,47.7,19.52,summer,29.6,73.7,2.02
13,0,25,156.4,47.7,19.52,winter,20.2,14.4,-0.7
13,0,25,156.4,47.7,19.52,summer,23.9,76.8,0.07
13,0,25,156.4,47.7,19.52,winter,27.4,17.8,1.15
13,0,25,156.4,47.7,19.52,summer,18.5,70.2,-1.86
13,0,25,156.4,47.7,19.52,winter,20.0,25.5,-0.69
13,0,25,156.4,47.7,19.52,summer,20.0,69.7,-1.33
13,0,25,156.4,47.7,19.52,winter,26.6,16.8,0.94
13,0,25,156.4,47.7,19.52,summer,28.1,79.6,1.54
13,0,25,156.4,47.7,19.52,winter,28.1,16.6,1.32
13,0,25,156.4,47.7,19.52,summer,25.5,73.0,0.58
13,0,25,156.4,47.7,19.52,winter,23.2,14.1,0.05
13,0,25,156.4,47.7,19.52,summer,25.5,72.7,0.58
13,0,25,156.4,47.7,19.52,winter,24.1,26.1,0.36
13,0,25,156.4,47.7,19.52,summer,19.1,72.4,-1.63
13,0,25,156.4,47.7,19.52,winter,19.8,26.5,-0.73
13,0,25,156.4,47.7,19.52,summer,29.4,61.3,1.83
13,0,25,156.4,47.7,19.52,winter,23.4,25.4,0.18
13,0,25,156.4,47.7,19.52,summer,28.5,76.7,1.66
13,0,25,156.4,47.7,19.52,winter,18.3,19.1,-1.17
13,0,25,156.4,47.7,19.52,summer,19.7,63.3,-1.47
13,0,25,156.4,47.7,19.52,winter,24.5,27.3,0.48
13,0,25,156.4,47.7,19.52,summer,19.1,79.7,-1.6
13,0,25,156.4,47.7,19.52,winter,19.8,21.8,-0.76
13,0,25,156.4,47.7,19.52,summer,25.5,61.2,0.49
13,0,25,156.4,47.7,19.52,winter,20.3,11.0,-0.7
13,0,25,156.4,47.7,19.52,summer,18.2,74.3,-1.94
13,0,25,156.4,47.7,19.52,winter,29.0,17.8,1.57
13,0,25,156.4,47.7,19.52,summer,18.7,80.5,-1.73
13,0,25,156.4,47.7,19.52,winter,26.4,17.7,0.89
13,0,25,156.4,47.7,19.52,summer,26.6,72.5,0.96
13,0,25,156.4,47.7,19.52,winter,23.8,18.3,0.23
13,0,25,156.4,47.7,19.52,summer,28.9,61.2,1.65
13,0,25,156.4,47.7,19.52,winter,28.8,20.6,1.54
13,0,25,156.4,47.7,19.52,summer,18.8,72.9,-1.74
13,0,25,156.4,47.7,19.52,winter,28.7,27.7,1.58
13,0,25,156.4,47.7,19.52,summer,22.5,68.3,-0.46
13,0,25,156.4,47.7,19.52,winter,24.0,28.8,0.36
13,0,25,156.4,47.7,19.52,summer,24.3,62.0,0.1
13,0,25,156.4,47.7,19.52,winter,27.4,28.3,1.24
13,0,25,156.4,47.7,19.52,summer,21.9,80.5,-0.6
13,0,25,156.4,47.7,19.52,winter,25.7,16.4,0.7
13,0,25,156.4,47.7,19.52,summer,27.2,66.7,1.12
13,0,25,156.4,47.7,19.52,winter,21.6,21.9,-0.31
13,0,25,156.4,47.7,19.52,summer,20.0,72.0,-1.32
13,0,25,156.4,47.7,19.52,winter,18.4,25.3,-1.11
13,0,25,156.4,47.7,19.52,summer,19.0,76.7,-1.65
13,0,25,156.4,47.7,19.52,winter,28.6,12.6,1.42
13,0,25,156.4,47.7,19.52,summer,21.7,62.4,-0.78
13,0,25,156.4,47.7,19.52,winter,19.8,17.4,-0.79
13,0,25,156.4,47.7,19.52,summer,26.0,69.3,0.73
13,0,25,156.4,47.7,19.52,winter,22.6,20.0,-0.06
13,0,25,156.4,47.7,19.52,summer,20.1,77.3,-1.25
13,0,25,156.4,47.7,19.52,winter,29.6,10.0,1.65
13,0,25,156.4,47.7,19.52,summer,20.8,72.3,-1.04
13,0,25,156.4,47.7,19.52,winter,28.7,28.0,1.59
13,0,25,156.4,47.7,19.52,summer,21.0,74.7,-0.95
13,0,25,156.4,47.7,19.52,winter,19.0,21.3,-0.97
13,0,25,156.4,47.7,19.52,summer,20.6,68.9,-1.13
13,0,25,156.4,47.7,19.52,winter,24.6,17.3,0.43
13,0,25,156.4,47.7,19.52,summer,27.8,67.6,1.33
13,0,25,156.4,47.7,19.52,winter,20.6,24.5,-0.54
13,0,25,156.4,47.7,19.52,summer,29.3,73.3,1.91
13,0,25,156.4,47.7,19.52,winter,21.6,24.0,-0.29
13,0,25,156.4,47.7,19.52,summer,26.1,80.7,0.85
13,0,25,156.4,47.7,19.52,winter,23.5,16.4,0.14
13,0,25,156.4,47.7,19.52,summer,26.8,78.6,1.08
13,0,25,156.4,47.7,19.52,winter,26.6,23.4,0.99
13,0,25,156.4,47.7,19.52,summer,24.4,62.6,0.13
13,0,25,156.4,47.7,19.52,winter,19.6,25.6,-0.79
13,0,25,156.4,47.7,19.52,summer,27.2,62.3,1.08
13,0,25,156.4,47.7,19.52,winter,23.0,28.7,0.1
13,0,25,156.4,47.7,19.52,summer,22.8,69.4,-0.35
13,0,25,156.4,47.7,19.52,winter,18.0,16.4,-1.26
13,0,25,156.4,47.7,19.52,summer,18.5,74.8,-1.83
13,0,25,156.4,47.7,19.52,winter,26.5,24.3,0.97
13,0,25,156.4,47.7,19.52,summer,19.5,72.5,-1.49
13,0,25,156.4,47.7,19.52,winter,26.8,22.1,1.03
13,0,25,156.4,47.7,19.52,summer,26.0,65.8,0.7
13,0,25,156.4,47.7,19.52,winter,26.5,12.0,0.87
13,0,25,156.4,47.7,19.52,summer,29.5,80.9,2.06
13,0,25,156.4,47.7,19.52,winter,27.9,27.6,1.37
14,1,26,169.82,49.72,17.24,summer,24.2,67.0,0.1
14,1,26,169.82,49.72,17.24,winter,26.2,24.6,0.9
14,1,26,169.82,49.72,17.24,summer,28.7,73.4,1.7
14,1,26,169.82,49.72,17.24,winter,19.7,27.4,-0.76
14,1,26,169.82,49.72,17.24,summer,24.5,75.0,0.26
14,1,26,169.82,49.72,17.24,winter,21.6,19.7,-0.32
14,1,26,169.82,49.72,17.24,summer,23.3,78.1,-0.13
14,1,26,169.82,49.72,17.24,winter,29.3,15.2,1.62
14,1,26,169.82,49.72,17.24,summer,25.1,69.5,0.42
14,1,26,169.82,49.72,17.24,winter,25.8,28.1,0.82
14,1,26,169.82,49.72,17.24,summer,19.5,74.3,-1.48
14,1,26,169.82,49.72,17.24,winter,25.6,19.9,0.7
14,1,26,169.82,49.72,17.24,summer,24.9,76.9,0.41
14,1,26,169.82,49.72,17.24,winter,29.7,17.1,1.75
14,1,26,169.82,49.72,17.24,summer,23.8,61.6,-0.07
14,1,26,169.82,49.72,17.24,winter,27.8,26.4,1.33
14,1,26,169.82,49.72,17.24,summer,19.3,76.1,-1.54
14,1,26,169.82,49.72,17.24,winter,22.0,27.6,-0.17
14,1,26,169.82,49.72,17.24,summer,27.1,64.3,1.06
14,1,26,169.82,49.72,17.24,winter,29.3,30.5,1.77
14,1,26,169.82,49.72,17.24,summer,19.7,76.8,-1.4
14,1,26,169.82,49.72,17.24,winter,29.0,28.7,1.67
14,1,26,169.82,49.72,17.24,summer,18.7,68.9,-1.79
14,1,26,169.82,49.72,17.24,winter,27.1,19.2,1.09
14,1,26,169.82,49.72,17.24,summer,27.3,77.6,1.25
14,1,26,169.82,49.72,17.24,winter,24.3,27.1,0.42
14,1,26,169.82,49.72,17.24,summer,23.0,66.8,-0.3
14,1,26,169.82,49.72,17.24,winter,24.3,28.6,0.43
14,1,26,169.82,49.72,17.24,summer,21.0,76.0,-0.94
14,1,26,169.82,49.72,17.24,winter,19.9,10.2,-0.8
14,1,26,169.82,49.72,17.24,summer,23.7,67.6,-0.06
14,1,26,169.82,49.72,17.24,winter,26.0,20.4,0.81
14,1,26,169.82,49.72,17.24,summer,29.8,73.9,2.09
14,1,26,169.82,49.72,17.24,winter,23.9,17.2,0.25
14,1,26,169.82,49.72,17.24,summer,20.8,63.3,-1.09
14,1,26,169.82,49.72,17.24,winter,29.4,10.1,1.6
14,1,26,169.82,49.72,17.24,summer,25.8,64.1,0.62
14,1,26,169.82,49.72,17.24,winter,25.7,18.5,0.72
14,1,26,169.82,49.72,17.24,summer,26.3,71.7,0.85
14,1,26,169.82,49.72,17.24,winter,28.6,21.8,1.5
14,1,26,169.82,49.72,17.24,summer,24.4,78.1,0.25
14,1,26,169.82,49.72,17.24,winter,20.6,24.4,-0.54
14,1,26,169.82,49.72,17.24,summer,21.1,66.8,-0.96
14,1,26,169.82,49.72,17.24,winter,19.9,24.4,-0.72
14,1,26,169.82,49.72,17.24,summer,25.8,69.8,0.66
14,1,26,169.82,49.72,17.24,winter,29.2,22.3,1.67
14,1,26,169.82,49.72,17.24,summer,28.3,74.9,1.57
14,1,26,169.82,49.72,17.24,winter,24.6,27.9,0.51
14,1,26,169.82,49.72,17.24,summer,27.4,71.6,1.23
14,1,26,169.82,49.72,17.24,winter,21.4,30.7,-0.3
14,1,26,169.82,49.72,17.24,summer,19.6,74.8,-1.45
14,1,26,169.82,49.72,17.24,winter,28.1,20.2,1.36
14,1,26,169.82,49.72,17.24,summer,19.0,64.6,-1.71
14,1,26,169.82,49.72,17.24,winter,25.0,23.0,0.57
14,1,26,169.82,49.72,17.24,summer,21.8,77.9,-0.65
14,1,26,169.82,49.72,17.24,winter,21.2,28.8,-0.37
14,1,26,169.82,49.72,17.24,summer,23.5,79.6,-0.05
14,1,26,169.82,49.72,17.24,winter,30.0,14.8,1.8
14,1,26,169.82,49.72,17.24,summer,26.6,66.7,0.91
14,1,26,169.82,49.72,17.24,winter,19.8,13.9,-0.81
14,1,26,169.82,49.72,17.24,summer,19.3,62.4,-1.62
14,1,26,169.82,49.72,17.24,winter,21.7,17.6,-0.31
14,1,26,169.82,49.72,17.24,summer,18.0,70.8,-2.03
14,1,26,169.82,49.72,17.24,winter,24.5,17.8,0.4
14,1,26,169.82,49.72,17.24,summer,21.5,63.0,-0.85
14,1,26,169.82,49.72,17.24,winter,22.1,22.1,-0.18
14,1,26,169.82,49.72,17.24,summer,29.1,64.7,1.76
14,1,26,169.82,49.72,17.24,winter,26.9,28.1,1.11
14,1,26,169.82,49.72,17.24,summer,26.4,76.7,0.92
14,1,26,169.82,49.72,17.24,winter,21.1,19.8,-0.45
14,1,26,169.82,49.72,17.24,summer,23.8,61.1,-0.08
14,1,26,169.82,49.72,17.24,winter,21.6,19.5,-0.32
14,1,26,169.82,49.72,17.24,summer,21.0,77.4,-0.93
14,1,26,169.82,49.72,17.24,winter,23.8,16.0,0.21
14,1,26,169.82,49.72,17.24,summer,25.4,75.2,0.57
14,1,26,169.82,49.72,17.24,winter,19.1,22.2,-0.94
14,1,26,169.82,49.72,17.24,summer,18.9,66.6,-1.73
14,1,26,169.82,49.72,17.24,winter,27.1,21.6,1.11
14,1,26,169.82,49.72,17.24,summer,21.1,79.7,-0.89
14,1,26,169.82,49.72,17.24,winter,24.0,23.8,0.32
14,1,26,169.82,49.72,17.24,summer,29.3,68.4,1.86
14,1,26,169.82,49.72,17.24,winter,25.7,14.5,0.69
14,1,26,169.82,49.72,17.24,summer,23.6,76.0,-0.04
14,1,26,169.82,49.72,17.24,winter,20.0,18.0,-0.73
14,1,26,169.82,49.72,17.24,summer,22.5,79.9,-0.39
14,1,26,169.82,49.72,17.24,winter,21.7,29.7,-0.23
14,1,26,169.82,49.72,17.24,summer,29.6,71.6,2.0
14,1,26,169.82,49.72,17.24,winter,20.9,23.0,-0.48
14,1,26,169.82,49.72,17.24,summer,23.4,60.1,-0.22
14,1,26,169.82,49.72,17.24,winter,23.2,29.7,0.15
14,1,26,169.82,49.72,17.24,summer,19.8,73.2,-1.38
14,1,26,169.82,49.72,17.24,winter,18.8,14.3,-1.06
14,1,26,169.82,49.72,17.24,summer,21.0,75.1,-0.95
14,1,26,169.82,49.72,17.24,winter,27.1,30.2,1.18
14,1,26,169.82,49.72,17.24,summer,23.8,77.9,0.04
14,1,26,169.82,49.72,17.24,winter,21.6,11.0,-0.37
14,1,26,169.82,49.72,17.24,summer,20.8,79.7,-0.99
14,1,26,169.82,49.72,17.24,winter,21.3,11.4,-0.45
14,1,26,169.82,49.72,17.24,summer,20.9,76.1,-0.98
14,1,26,169.82,49.72,17.24,winter,23.0,23.9,0.06
15,0,29,154.5,59.2,24.8,summer,27.6,78.2,1.36
15,0,29,154.5,59.2,24.8,winter,29.0,21.3,1.6
15,0,29,154.5,59.2,24.8,summer,21.0,65.3,-1.01
15,0,29,154.5,59.2,24.8,winter,29.9,23.3,1.86
15,0,29,154.5,59.2,24.8,summer,25.5,69.9,0.56
15,0,29,154.5,59.2,24.8,winter,21.4,30.8,-0.3
15,0,29,154.5,59.2,24.8,summer,19.0,66.1,-1.7
15,0,29,154.5,59.2,24.8,winter,21.3,16.9,-0.41
15,0,29,154.5,59.2,24.8,summer,25.7,75.1,0.67
15,0,29,154.5,59.2,24.8,winter,29.7,28.2,1.86
15,0,29,154.5,59.2,24.8,summer,19.7,60.7,-1.49
15,0,29,154.5,59.2,24.8,winter,25.1,26.8,0.63
15,0,29,154.5,59.2,24.8,summer,25.5,69.0,0.55
15,0,29,154.5,59.2,24.8,winter,25.1,16.1,0.55
15,0,29,154.5,59.2,24.8,summer,28.3,77.7,1.6
15,0,29,154.5,59.2,24.8,winter,26.7,10.5,0.91
15,0,29,154.5,59.2,24.8,summer,19.3,63.6,-1.61
15,0,29,154.5,59.2,24.8,winter,26.0,27.8,0.87
15,0,29,154.5,59.2,24.8,summer,26.5,71.3,0.91
15,0,29,154.5,59.2,24.8,winter,25.4,25.2,0.69
15,0,29,154.5,59.2,24.8,summer,23.4,65.3,-0.18
15,0,29,154.5,59.2,24.8,winter,22.3,12.0,-0.19
15,0,29,154.5,59.2,24.8,summer,23.7,78.0,0.01
15,0,29,154.5,59.2,24.8,winter,21.7,30.9,-0.22
15,0,29,154.5,59.2,24.8,summer,20.8,76.7,-1.01
15,0,29,154.5,59.2,24.8,winter,22.5,11.7,-0.14
15,0,29,154.5,59.2,24.8,summer,19.7,79.8,-1.38
15,0,29,154.5,59.2,24.8,winter,20.5,28.2,-0.55
15,0,29,154.5,59.2,24.8,summer,22.6,76.2,-0.37
15,0,29,154.5,59.2,24.8,winter,24.1,13.4,0.27
15,0,29,154.5,59.2,24.8,summer,19.6,77.4,-1.43
15,0,29,154.5,59.2,24.8,winter,21.8,10.5,-0.33
15,0,29,154.5,59.2,24.8,summer,29.8,67.9,2.03
15,0,29,154.5,59.2,24.8,winter,28.0,25.1,1.37
15,0,29,154.5,59.2,24.8,summer,26.5,67.5,0.88
15,0,29,154.5,59.2,24.8,winter,22.3,27.4,-0.09
15,0,29,154.5,59.2,24.8,summer,26.9,64.9,1.0
15,0,29,154.5,59.2,24.8,winter,28.3,23.0,1.43
15,0,29,154.5,59.2,24.8,summer,28.6,77.4,1.7
15,0,29,154.5,59.2,24.8,winter,22.8,10.5,-0.08
15,0,29,154.5,59.2,24.8,summer,23.4,79.6,-0.08
15,0,29,154.5,59.2,24.8,winter,19.1,15.4,-0.98
15,0,29,154.5,59.2,24.8,summer,24.7,64.9,0.25
15,0,29,154.5,59.2,24.8,winter,18.8,17.1,-1.05
15,0,29,154.5,59.2,24.8,summer,25.2,60.4,0.38
15,0,29,154.5,59.2,24.8,winter,29.6,19.1,1.74
15,0,29,154.5,59.2,24.8,summer,20.0,74.2,-1.31
15,0,29,154.5,59.2,24.8,winter,30.0,13.7,1.79
15,0,29,154.5,59.2,24.8,summer,25.3,70.9,0.5
15,0,29,154.5,59.2,24.8,winter,18.6,12.4,-1.12
15,0,29,154.5,59.2,24.8,summer,25.4,64.5,0.48
15,0,29,154.5,59.2,24.8,winter,24.9,12.1,0.46
15,0,29,154.5,59.2,24.8,summer,19.3,77.5,-1.54
15,0,29,154.5,59.2,24.8,winter,26.4,28.7,0.98
15,0,29,154.5,59.2,24.8,summer,21.7,70.7,-0.73
15,0,29,154.5,59.2,24.8,winter,27.9,11.2,1.22
15,0,29,154.5,59.2,24.8,summer,23.9,72.8,0.04
15,0,29,154.5,59.2,24.8,winter,18.3,22.8,-1.15
15,0,29,154.5,59.2,24.8,summer,28.6,74.6,1.67
15,0,29,154.5,59.2,24.8,winter,20.4,20.3,-0.62
15,0,29,154.5,59.2,24.8,summer,22.2,61.1,-0.61
15,0,29,154.5,59.2,24.8,winter,28.5,16.7,1.43
15,0,29,154.5,59.2,24.8,summer,28.1,80.1,1.55
15,0,29,154.5,59.2,24.8,winter,27.4,19.6,1.17
15,0,29,154.5,59.2,24.8,summer,23.9,76.3,0.06
15,0,29,154.5,59.2,24.8,winter,22.7,23.4,-0.02
15,0,29,154.5,59.2,24.8,summer,29.5,66.8,1.92
15,0,29,154.5,59.2,24.8,winter,27.7,18.7,1.24
15,0,29,154.5,59.2,24.8,summer,25.0,70.2,0.39
15,0,29,154.5,59.2,24.8,winter,27.4,29.9,1.26
15,0,29,154.5,59.2,24.8,summer,27.9,70.8,1.39
15,0,29,154.5,59.2,24.8,winter,22.8,15.0,-0.05
15,0,29,154.5,59.2,24.8,summer,24.5,73.5,0.25
15,0,29,154.5,59.2,24.8,winter,25.3,20.5,0.63
15,0,29,154.5,59.2,24.8,summer,29.4,74.7,1.96
15,0,29,154.5,59.2,24.8,winter,26.6,27.0,1.02
15,0,29,154.5,59.2,24.8,summer,22.9,72.2,-0.3
15,0,29,154.5,59.2,24.8,winter,28.6,23.5,1.52
15,0,29,154.5,59.2,24.8,summer,22.3,78.5,-0.47
15,0,29,154.5,59.2,24.8,winter,25.6,18.1,0.69
15,0,29,154.5,59.2,24.8,summer,19.6,64.9,-1.5
15,0,29,154.5,59.2,24.8,winter,21.0,30.7,-0.41
15,0,29,154.5,59.2,24.8,summer,23.2,75.2,-0.18
15,0,29,154.5,59.2,24.8,winter,21.6,22.2,-0.3
15,0,29,154.5,59.2,24.8,summer,28.1,69.8,1.45
15,0,29,154.5,59.2,24.8,winter,20.2,22.9,-0.65
15,0,29,154.5,59.2,24.8,summer,21.5,72.9,-0.79
15,0,29,154.5,59.2,24.8,winter,23.0,15.8,0.01
15,0,29,154.5,59.2,24.8,summer,19.9,72.8,-1.35
15,0,29,154.5,59.2,24.8,winter,29.7,12.3,1.7
15,0,29,154.5,59.2,24.8,summer,23.7,67.7,-0.06
15,0,29,154.5,59.2,24.8,winter,23.5,14.6,0.13
15,0,29,154.5,59.2,24.8,summer,29.2,68.3,1.83
15,0,29,154.5,59.2,24.8,winter,29.4,12.8,1.62
15,0,29,154.5,59.2,24.8,summer,22.0,71.8,-0.62
15,0,29,154.5,59.2,24.8,winter,23.3,29.4,0.18
15,0,29,154.5,59.2,24.8,summer,28.2,69.7,1.49
15,0,29,154.5,59.2,24.8,winter,27.6,30.3,1.32
15,0,29,154.5,59.2,24.8,summer,19.4,60.6,-1.59
15,0,29,154.5,59.2,24.8,winter,21.1,13.9,-0.48
16,1,24,179.42,61.45,19.09,summer,24.1,68.2,0.07
16,1,24,179.42,61.45,19.09,winter,27.7,16.2,1.22
16,1,24,179.42,61.45,19.09,summer,23.9,61.8,-0.04
16,1,24,179.42,61.45,19.09,winter,28.2,29.3,1.47
16,1,24,179.42,61.45,19.09,summer,29.9,63.9,2.03
16,1,24,179.42,61.45,19.09,winter,26.5,13.1,0.88
16,1,24,179.42,61.45,19.09,summer,24.1,79.5,0.16
16,1,24,179.42,61.45,19.09,winter,19.9,24.3,-0.72
16,1,24,179.42,61.45,19.09,summer,19.0,76.5,-1.65
16,1,24,179.42,61.45,19.09,winter,24.4,29.1,0.46
16,1,24,179.42,61.45,19.09,summer,25.6,78.9,0.67
16,1,24,179.42,61.45,19.09,winter,18.3,16.1,-1.18
16,1,24,179.42,61.45,19.09,summer,18.0,79.7,-1.98
16,1,24,179.42,61.45,19.09,winter,22.6,13.2,-0.11
16,1,24,179.42,61.45,19.09,summer,24.1,74.2,0.12
16,1,24,179.42,61.45,19.09,winter,24.6,30.7,0.53
16,1,24,179.42,61.45,19.09,summer,21.9,64.8,-0.7
16,1,24,179.42,61.45,19.09,winter,20.0,30.9,-0.66
16,1,24,179.42,61.45,19.09,summer,18.9,78.1,-1.67
16,1,24,179.42,61.45,19.09,winter,23.6,22.7,0.21
16,1,24,179.42,61.45,19.09,summer,25.5,79.9,0.64
16,1,24,179.42,61.45,19.09,winter,26.6,21.8,0.98
16,1,24,179.42,61.45,19.09,summer,29.6,64.6,1.93
16,1,24,179.42,61.45,19.09,winter,25.3,14.8,0.59
16,1,24,179.42,61.45,19.09,summer,26.6,64.5,0.89
16,1,24,179.42,61.45,19.09,winter,26.4,23.2,0.94
16,1,24,179.42,61.45,19.09,summer,21.9,70.0,-0.66
16,1,24,179.42,61.45,19.09,winter,20.3,25.0,-0.62
16,1,24,179.42,61.45,19.09,summer,27.0,68.4,1.06
16,1,24,179.42,61.45,19.09,winter,27.6,20.0,1.22
16,1,24,179.42,61.45,19.09,summer,21.2,62.7,-0.95
16,1,24,179.42,61.45,19.09,winter,27.9,10.5,1.22
16,1,24,179.42,61.45,19.09,summer,28.5,76.6,1.66
16,1,24,179.42,61.45,19.09,winter,28.5,29.4,1.55
16,1,24,179.42,61.45,19.09,summer,20.2,70.8,-1.26
16,1,24,179.42,61.45,19.09,winter,23.9,10.6,0.2
16,1,24,179.42,61.45,19.09,summer,22.6,70.8,-0.41
16,1,24,179.42,61.45,19.09,winter,18.7,25.7,-1.03
16,1,24,179.42,61.45,19.09,summer,25.4,70.2,0.53
16,1,24,179.42,61.45,19.09,winter,23.4,30.6,0.21
16,1,24,179.42,61.45,19.09,summer,24.4,68.6,0.18
16,1,24,179.42,61.45,19.09,winter,23.0,12.2,-0.02
16,1,24,179.42,61.45,19.09,summer,27.7,65.9,1.28
16,1,24,179.42,61.45,19.09,winter,23.9,22.5,0.29
16,1,24,179.42,61.45,19.09,summer,25.6,60.9,0.52
16,1,24,179.42,61.45,19.09,winter,26.1,19.4,0.83
16,1,24,179.42,61.45,19.09,summer,21.5,72.0,-0.79
16,1,24,179.42,61.45,19.09,winter,18.6,27.3,-1.05
16,1,24,179.42,61.45,19.09,summer,26.0,69.7,0.73
16,1,24,179.42,61.45,19.09,winter,19.2,30.8,-0.87
